,index,province,date,case,death,recovered,population,area (km^2),north border (latitude),south border (latitude),east border (longitude),west border (longitude)
239,54,BANTEN,29-04-2020,0,0,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
240,55,BANTEN,30-04-2020,16,0,1,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
241,56,BANTEN,1/5/2020,14,0,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
242,57,BANTEN,2/5/2020,9,0,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
243,58,BANTEN,3/5/2020,5,0,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
244,59,BANTEN,4/5/2020,14,0,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
245,60,BANTEN,5/5/2020,10,0,83,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
246,61,BANTEN,6/5/2020,29,0,5,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
247,62,BANTEN,7/5/2020,0,15,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
248,63,BANTEN,8/5/2020,20,0,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
249,64,BANTEN,9/5/2020,19,0,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
250,65,BANTEN,10/5/2020,10,0,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
251,66,BANTEN,11/5/2020,8,0,24,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
252,67,BANTEN,12/5/2020,18,0,7,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
253,68,BANTEN,13-05-2020,20,1,4,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
254,69,BANTEN,14-05-2020,14,0,1,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
255,70,BANTEN,15-05-2020,28,3,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
256,71,BANTEN,16-05-2020,0,1,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
257,72,BANTEN,17-05-2020,24,0,1,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
258,73,BANTEN,18-05-2020,32,1,3,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
259,74,BANTEN,19-05-2020,21,0,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
260,75,BANTEN,20-05-2020,1,0,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
261,76,BANTEN,21-05-2020,54,3,9,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
262,77,BANTEN,22-05-2020,15,1,1,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
263,78,BANTEN,23-05-2020,0,0,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
264,79,BANTEN,24-05-2020,21,0,4,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
265,80,BANTEN,25-05-2020,0,0,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
266,81,BANTEN,26-05-2020,18,0,2,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
267,82,BANTEN,27-05-2020,10,0,3,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
268,83,BANTEN,28-05-2020,14,0,24,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
269,84,BANTEN,29-05-2020,13,3,12,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
270,85,BANTEN,30-05-2020,14,0,27,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
271,86,BANTEN,31-05-2020,3,0,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
272,87,BANTEN,1/6/2020,7,0,8,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
273,88,BANTEN,2/6/2020,14,0,21,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
274,89,BANTEN,3/6/2020,71,0,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
275,90,BANTEN,4/6/2020,10,0,6,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
276,91,BANTEN,5/6/2020,24,1,45,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
277,92,BANTEN,6/6/2020,36,1,41,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
278,93,BANTEN,7/6/2020,10,0,5,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
279,94,BANTEN,8/6/2020,11,0,2,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
280,95,BANTEN,9/6/2020,16,1,19,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
281,96,BANTEN,10/6/2020,34,1,10,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
282,97,BANTEN,11/6/2020,25,2,10,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
283,98,BANTEN,12/6/2020,35,1,6,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
284,99,BANTEN,13-06-2020,74,3,1,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
285,100,BANTEN,14-06-2020,9,0,22,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
286,101,BANTEN,15-06-2020,4,0,20,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
287,102,BANTEN,16-06-2020,36,0,25,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
288,103,BANTEN,17-06-2020,31,0,23,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
289,104,BANTEN,18-06-2020,17,0,27,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
290,105,BANTEN,19-06-2020,5,0,3,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
291,106,BANTEN,20-06-2020,15,0,31,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
292,107,BANTEN,21-06-2020,9,0,1,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
293,108,BANTEN,22-06-2020,8,0,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
294,109,BANTEN,23-06-2020,10,0,13,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
295,110,BANTEN,24-06-2020,19,0,7,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
296,111,BANTEN,25-06-2020,13,0,0,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
297,112,BANTEN,26-06-2020,11,0,13,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
298,113,BANTEN,27-06-2020,17,0,8,12.959.200,9.663,-5.4996381,-7.4565894,106.7800127,104.6513179
299,0,BENGKULU,31-03-2020,1,1,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
300,1,BENGKULU,1/4/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
301,2,BENGKULU,2/4/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
302,3,BENGKULU,3/4/2020,1,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
303,4,BENGKULU,4/4/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
304,5,BENGKULU,5/4/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
305,6,BENGKULU,6/4/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
306,7,BENGKULU,7/4/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
307,8,BENGKULU,8/4/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
308,9,BENGKULU,9/4/2020,2,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
309,10,BENGKULU,10/4/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
310,11,BENGKULU,11/4/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
311,12,BENGKULU,12/4/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
312,13,BENGKULU,13-04-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
313,14,BENGKULU,14-04-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
314,15,BENGKULU,15-04-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
315,16,BENGKULU,16-04-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
316,17,BENGKULU,17-04-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
317,18,BENGKULU,18-04-2020,0,0,1,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
318,19,BENGKULU,19-04-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
319,20,BENGKULU,20-04-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
320,21,BENGKULU,21-04-2020,4,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
321,22,BENGKULU,22-04-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
322,23,BENGKULU,23-04-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
323,24,BENGKULU,24-04-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
324,25,BENGKULU,25-04-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
325,26,BENGKULU,26-04-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
326,27,BENGKULU,27-04-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
327,28,BENGKULU,28-04-2020,0,1,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
328,29,BENGKULU,29-04-2020,4,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
329,30,BENGKULU,30-04-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
330,31,BENGKULU,1/5/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
331,32,BENGKULU,2/5/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
332,33,BENGKULU,3/5/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
333,34,BENGKULU,4/5/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
334,35,BENGKULU,5/5/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
335,36,BENGKULU,6/5/2020,2,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
336,37,BENGKULU,7/5/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
337,38,BENGKULU,8/5/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
338,39,BENGKULU,9/5/2020,23,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
339,40,BENGKULU,10/5/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
340,41,BENGKULU,11/5/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
341,42,BENGKULU,12/5/2020,3,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
342,43,BENGKULU,13-05-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
343,44,BENGKULU,14-05-2020,2,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
344,45,BENGKULU,15-05-2020,11,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
345,46,BENGKULU,16-05-2020,3,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
346,47,BENGKULU,17-05-2020,9,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
347,48,BENGKULU,18-05-2020,1,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
348,49,BENGKULU,19-05-2020,1,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
349,50,BENGKULU,20-05-2020,0,0,6,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
350,51,BENGKULU,21-05-2020,2,0,2,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
351,52,BENGKULU,22-05-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
352,53,BENGKULU,23-05-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
353,54,BENGKULU,24-05-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
354,55,BENGKULU,25-05-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
355,56,BENGKULU,26-05-2020,0,1,2,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
356,57,BENGKULU,27-05-2020,0,0,8,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
357,58,BENGKULU,28-05-2020,2,0,1,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
358,59,BENGKULU,29-05-2020,1,0,2,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
359,60,BENGKULU,30-05-2020,14,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
360,61,BENGKULU,31-05-2020,5,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
361,62,BENGKULU,1/6/2020,0,0,3,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
362,63,BENGKULU,2/6/2020,1,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
363,64,BENGKULU,3/6/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
364,65,BENGKULU,4/6/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
365,66,BENGKULU,5/6/2020,0,1,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
366,67,BENGKULU,6/6/2020,0,0,12,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
367,68,BENGKULU,7/6/2020,0,0,3,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
368,69,BENGKULU,8/6/2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
369,70,BENGKULU,9/6/2020,0,0,6,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
370,71,BENGKULU,10/6/2020,0,0,1,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
371,72,BENGKULU,11/6/2020,0,0,1,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
372,73,BENGKULU,12/6/2020,3,1,1,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
373,74,BENGKULU,13-06-2020,3,1,9,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
374,75,BENGKULU,14-06-2020,3,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
375,76,BENGKULU,15-06-2020,0,0,4,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
376,77,BENGKULU,16-06-2020,3,0,1,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
377,78,BENGKULU,17-06-2020,1,0,2,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
378,79,BENGKULU,18-06-2020,0,2,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
379,80,BENGKULU,19-06-2020,2,0,3,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
380,81,BENGKULU,20-06-2020,9,0,3,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
381,82,BENGKULU,21-06-2020,0,1,1,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
382,83,BENGKULU,22-06-2020,0,0,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
383,84,BENGKULU,23-06-2020,2,1,0,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
384,85,BENGKULU,24-06-2020,0,0,1,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
385,86,BENGKULU,25-06-2020,2,0,5,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
386,87,BENGKULU,26-06-2020,4,0,10,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
387,88,BENGKULU,27-06-2020,1,0,1,1.971.800,19.919,-2.2771362,-5.7189866,103.7810669,100.330919
388,0,DAERAH_ISTIMEWA_YOGYAKARTA,16-03-2020,1,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
389,1,DAERAH_ISTIMEWA_YOGYAKARTA,17-03-2020,0,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
390,2,DAERAH_ISTIMEWA_YOGYAKARTA,18-03-2020,0,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
391,3,DAERAH_ISTIMEWA_YOGYAKARTA,19-03-2020,0,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
392,4,DAERAH_ISTIMEWA_YOGYAKARTA,20-03-2020,0,0,1,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
393,5,DAERAH_ISTIMEWA_YOGYAKARTA,21-03-2020,0,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
394,6,DAERAH_ISTIMEWA_YOGYAKARTA,22-03-2020,0,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
395,7,DAERAH_ISTIMEWA_YOGYAKARTA,23-03-2020,0,1,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
396,8,DAERAH_ISTIMEWA_YOGYAKARTA,24-03-2020,0,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
397,9,DAERAH_ISTIMEWA_YOGYAKARTA,25-03-2020,0,1,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
398,10,DAERAH_ISTIMEWA_YOGYAKARTA,26-03-2020,0,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
399,11,DAERAH_ISTIMEWA_YOGYAKARTA,27-03-2020,1,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
400,12,DAERAH_ISTIMEWA_YOGYAKARTA,28-03-2020,0,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
401,13,DAERAH_ISTIMEWA_YOGYAKARTA,29-03-2020,0,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
402,14,DAERAH_ISTIMEWA_YOGYAKARTA,30-03-2020,1,0,1,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
403,15,DAERAH_ISTIMEWA_YOGYAKARTA,31-03-2020,5,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
404,16,DAERAH_ISTIMEWA_YOGYAKARTA,1/4/2020,5,0,1,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
405,17,DAERAH_ISTIMEWA_YOGYAKARTA,2/4/2020,0,1,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
406,18,DAERAH_ISTIMEWA_YOGYAKARTA,3/4/2020,0,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
407,19,DAERAH_ISTIMEWA_YOGYAKARTA,4/4/2020,5,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
408,20,DAERAH_ISTIMEWA_YOGYAKARTA,5/4/2020,1,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
409,21,DAERAH_ISTIMEWA_YOGYAKARTA,6/4/2020,3,0,1,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
410,22,DAERAH_ISTIMEWA_YOGYAKARTA,7/4/2020,1,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
411,23,DAERAH_ISTIMEWA_YOGYAKARTA,8/4/2020,0,3,3,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
412,24,DAERAH_ISTIMEWA_YOGYAKARTA,9/4/2020,2,0,3,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
413,25,DAERAH_ISTIMEWA_YOGYAKARTA,10/4/2020,0,0,3,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
414,26,DAERAH_ISTIMEWA_YOGYAKARTA,11/4/2020,0,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
415,27,DAERAH_ISTIMEWA_YOGYAKARTA,12/4/2020,0,0,5,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
416,28,DAERAH_ISTIMEWA_YOGYAKARTA,13-04-2020,16,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
417,29,DAERAH_ISTIMEWA_YOGYAKARTA,14-04-2020,5,0,4,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
418,30,DAERAH_ISTIMEWA_YOGYAKARTA,15-04-2020,1,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
419,31,DAERAH_ISTIMEWA_YOGYAKARTA,16-04-2020,1,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
420,32,DAERAH_ISTIMEWA_YOGYAKARTA,17-04-2020,1,1,3,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
421,33,DAERAH_ISTIMEWA_YOGYAKARTA,18-04-2020,3,0,2,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
422,34,DAERAH_ISTIMEWA_YOGYAKARTA,19-04-2020,0,0,1,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
423,35,DAERAH_ISTIMEWA_YOGYAKARTA,20-04-2020,2,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
424,36,DAERAH_ISTIMEWA_YOGYAKARTA,21-04-2020,3,0,3,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
425,37,DAERAH_ISTIMEWA_YOGYAKARTA,22-04-2020,3,0,5,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
426,38,DAERAH_ISTIMEWA_YOGYAKARTA,23-04-2020,1,0,1,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
427,39,DAERAH_ISTIMEWA_YOGYAKARTA,24-04-2020,1,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
428,40,DAERAH_ISTIMEWA_YOGYAKARTA,25-04-2020,2,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
429,41,DAERAH_ISTIMEWA_YOGYAKARTA,26-04-2020,3,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
430,42,DAERAH_ISTIMEWA_YOGYAKARTA,27-04-2020,1,0,2,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
431,43,DAERAH_ISTIMEWA_YOGYAKARTA,28-04-2020,10,0,1,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
432,44,DAERAH_ISTIMEWA_YOGYAKARTA,29-04-2020,1,0,3,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
433,45,DAERAH_ISTIMEWA_YOGYAKARTA,30-04-2020,1,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
434,46,DAERAH_ISTIMEWA_YOGYAKARTA,1/5/2020,9,0,5,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
435,47,DAERAH_ISTIMEWA_YOGYAKARTA,2/5/2020,10,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
436,48,DAERAH_ISTIMEWA_YOGYAKARTA,3/5/2020,1,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
437,49,DAERAH_ISTIMEWA_YOGYAKARTA,4/5/2020,0,0,4,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
438,50,DAERAH_ISTIMEWA_YOGYAKARTA,5/5/2020,6,0,1,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
439,51,DAERAH_ISTIMEWA_YOGYAKARTA,6/5/2020,1,0,5,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
440,52,DAERAH_ISTIMEWA_YOGYAKARTA,7/5/2020,15,0,1,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
441,53,DAERAH_ISTIMEWA_YOGYAKARTA,8/5/2020,6,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
442,54,DAERAH_ISTIMEWA_YOGYAKARTA,9/5/2020,3,0,2,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
443,55,DAERAH_ISTIMEWA_YOGYAKARTA,10/5/2020,7,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
444,56,DAERAH_ISTIMEWA_YOGYAKARTA,11/5/2020,6,1,6,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
445,57,DAERAH_ISTIMEWA_YOGYAKARTA,12/5/2020,10,0,0,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
446,58,DAERAH_ISTIMEWA_YOGYAKARTA,13-05-2020,12,0,1,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
447,59,DAERAH_ISTIMEWA_YOGYAKARTA,14-05-2020,4,0,7,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
448,60,DAERAH_ISTIMEWA_YOGYAKARTA,15-05-2020,3,0,12,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
449,61,DAERAH_ISTIMEWA_YOGYAKARTA,16-05-2020,6,0,1,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
450,62,DAERAH_ISTIMEWA_YOGYAKARTA,17-05-2020,5,0,3,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
451,63,DAERAH_ISTIMEWA_YOGYAKARTA,18-05-2020,1,0,3,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
452,64,DAERAH_ISTIMEWA_YOGYAKARTA,19-05-2020,7,0,12,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
453,65,DAERAH_ISTIMEWA_YOGYAKARTA,20-05-2020,2,0,8,3.868.600,3.133,-7.5412887,-8.4159039,110.8386897,109.901789
